id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,price_per_m2,distance_km
c63a4bfb4e073634d5d2841eff4448d4,szczecin,apartmentBuilding,65.0,2.0,3.0,4.0,2010.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,brick,premium,no,no,no,no,no,2200,33.84615384615385,1.0
98ee431da834e6c7944b315f39ee7846,szczecin,blockOfFlats,43.04,2.0,4.0,4.0,1965.0,53.434,14.5518,1.33,56.0,0.096,0.053,0.221,0.159,0.169,0.751,0.116,condominium,brick,premium,yes,yes,no,no,no,2100,48.79182156133829,1.0
2a1a6db97ff122d6bc148abb6f0e498a,szczecin,blockOfFlats,52.0,2.0,3.0,3.0,2008.0,53.4605350947556,14.5454160213269,4.26,2.0,0.753,1.049,0.595,0.674,0.229,2.2,0.307,condominium,brick,premium,yes,yes,no,no,no,3500,67.3076923076923,4.0
693e851f34d2f621e8b458517ce4a6df,szczecin,blockOfFlats,40.0,2.0,1.0,5.0,2010.0,53.4177607579089,14.5424672802287,1.38,8.0,0.11,0.653,0.569,0.458,0.356,0.756,0.22,condominium,brick,premium,yes,yes,yes,yes,no,2350,58.75,1.0
a6947320455a7f8afd2d53497a5b47e9,szczecin,blockOfFlats,70.0,3.0,1.0,2.0,2000.0,53.4421883,14.486052,5.38,6.0,0.855,1.33,0.27,0.385,0.082,2.961,0.273,condominium,brick,premium,yes,no,no,no,no,3200,45.714285714285715,5.0
72a455fbf9e59315e94c2f3cb22109b6,szczecin,apartmentBuilding,75.0,3.0,4.0,5.0,2010.0,53.4224058,14.5324742,1.89,17.0,0.342,0.103,0.394,0.921,0.297,0.292,0.258,condominium,brick,premium,no,yes,no,no,no,2200,29.333333333333332,2.0
50d75c688530b9a61ba505301e0b94a9,szczecin,apartmentBuilding,32.6,2.0,5.0,6.0,2021.0,53.4215822,14.5415725,1.3,16.0,0.081,0.565,0.223,0.482,0.151,0.689,0.192,condominium,brick,premium,no,yes,yes,no,no,2500,76.68711656441718,1.0
ba4d70d65d1024ee13929ca82bfc92f6,szczecin,blockOfFlats,52.0,2.0,1.0,3.0,2006.0,53.4274,14.4881,4.85,6.0,0.607,0.485,0.247,0.399,0.6,3.003,0.458,condominium,concreteSlab,premium,yes,no,no,no,no,2150,41.34615384615385,5.0
aae4994ab375e107dcc375f3360bd3d9,szczecin,tenement,32.0,1.0,2.0,4.0,1930.0,53.4348359,14.5488644,1.5,51.0,0.101,0.107,0.154,0.159,0.048,0.537,0.271,condominium,brick,premium,no,no,yes,no,no,1500,46.875,2.0
b83458393eb79b3ecdb13de56a6e2676,szczecin,blockOfFlats,76.38,3.0,1.0,1.0,1954.0,53.4354779,14.51203896,3.51,11.0,0.367,0.85,0.408,0.122,0.416,1.272,0.278,condominium,brick,premium,yes,no,no,no,no,3300,43.20502749410841,4.0
f0be9c1c0c2a9231ba2a45e5b25c2639,szczecin,apartmentBuilding,34.2,1.0,4.0,4.0,2023.0,53.4179653,14.5419201,1.4,9.0,0.067,0.668,0.532,0.479,0.32,0.715,0.251,condominium,brick,premium,yes,yes,yes,no,no,2100,61.40350877192982,1.0
39743e6f19d0f072a4851347f8eae45f,szczecin,tenement,58.39,3.0,1.0,4.0,1905.0,53.42982799,14.56251606,0.72,29.0,0.059,0.768,0.255,0.147,0.178,0.078,0.534,condominium,brick,premium,no,yes,no,no,no,3400,58.229148826853915,1.0
d8209a010f2f883e58a44fd934a44fa4,szczecin,blockOfFlats,51.0,2.0,1.0,3.0,2010.0,53.455611,14.46842,7.1,5.0,0.871,2.905,0.261,0.41,0.425,4.386,0.47,condominium,brick,premium,no,yes,no,no,no,2500,49.01960784313726,7.0
ea559b3e54c7a520718a9078cabe3af6,szczecin,apartmentBuilding,35.0,2.0,2.0,4.0,2016.0,53.42968095,14.59291267,2.23,0.0,1.607,2.572,1.595,1.895,1.386,2.071,1.459,condominium,brick,premium,no,yes,no,no,no,2100,60.0,2.0
ca7c8be77d6ee03aab89cdecf4ee4b43,szczecin,blockOfFlats,28.16,1.0,2.0,3.0,2022.0,53.417,14.5358,1.81,10.0,0.332,0.443,0.268,0.376,0.315,0.42,0.503,condominium,brick,premium,yes,yes,yes,no,no,1980,70.3125,2.0
d5e54543bd79e7af8553518f46d0e9b8,szczecin,blockOfFlats,58.62,3.0,2.0,2.0,2016.0,53.4804,14.5392,6.5,2.0,1.568,2.894,1.305,0.893,0.434,3.261,0.29,condominium,brick,premium,yes,yes,no,no,no,2700,46.05936540429887,6.0
d7adf3c538c6cdf7d92ac197a6373bb5,szczecin,tenement,50.6,2.0,2.0,2.0,1930.0,53.444,14.4984,4.74,5.0,0.494,0.547,0.423,0.489,0.275,2.152,0.326,condominium,brick,premium,yes,no,no,no,yes,2250,44.466403162055336,5.0
c1d4e677e891f50221c33a032a31657f,szczecin,blockOfFlats,69.98,3.0,1.0,4.0,1932.0,53.434524,14.5696869,1.37,14.0,0.405,0.962,0.398,0.459,0.23,0.784,0.263,condominium,brick,premium,no,no,yes,no,no,3800,54.3012289225493,1.0
ed61ff8fc0f80726bf341cbf1701af7b,szczecin,blockOfFlats,53.0,2.0,3.0,4.0,2003.0,53.448535,14.5718729,2.89,5.0,0.314,0.797,0.591,0.304,0.289,1.632,0.098,condominium,brick,premium,no,no,yes,no,no,1750,33.0188679245283,3.0
e7a0a3e781ea761133cb848a4f9117dd,szczecin,blockOfFlats,40.0,2.0,4.0,4.0,2022.0,53.3923246,14.4860303,6.05,0.0,1.863,3.39,0.767,1.812,0.744,4.299,0.792,condominium,brick,premium,yes,no,yes,no,no,2700,67.5,6.0
c6a2d283400f109572bf4d3e2b1eea43,szczecin,apartmentBuilding,75.0,3.0,1.0,3.0,2002.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,brick,premium,no,yes,no,no,yes,3200,42.666666666666664,1.0
e2c4e7633efa0c611b13f2f91647e4a5,szczecin,apartmentBuilding,30.5,1.0,4.0,26.0,2022.0,53.4291943,14.5532619,0.82,68.0,0.212,0.344,0.345,0.177,0.078,0.557,0.051,condominium,brick,premium,no,yes,yes,no,no,2600,85.24590163934427,1.0
b59156c8154adbc093eaab0cd74b5d7f,szczecin,blockOfFlats,49.36,2.0,2.0,2.0,2021.0,53.474167,14.537222,5.86,1.0,0.888,2.189,0.795,0.494,0.598,3.013,0.662,condominium,brick,premium,yes,no,yes,no,no,3300,66.85575364667747,6.0
4fd3ab8ba2ec4f48c61f3fb4186d2a38,szczecin,tenement,43.32,2.0,4.0,4.0,1930.0,53.4214955,14.5475511,0.91,24.0,0.075,0.169,0.403,0.302,0.216,0.92,0.179,condominium,brick,premium,no,no,no,no,yes,2100,48.476454293628805,1.0
2419082034ce3eb4fea8d32b1133dbb9,szczecin,blockOfFlats,74.46,4.0,4.0,10.0,1980.0,53.4370655,14.552892,1.61,35.0,0.184,0.259,0.183,0.18,0.114,0.775,0.253,condominium,brick,premium,no,yes,yes,no,no,3500,47.00510341122751,2.0
3fa6a1b1e595e606bfe662ca28721048,szczecin,apartmentBuilding,46.34,2.0,7.0,11.0,2014.0,53.4328737,14.5129678,3.35,16.0,0.203,1.138,0.14,0.228,0.162,1.299,0.019,condominium,brick,premium,no,yes,yes,no,no,2500,53.94907207596029,3.0
bd37b0671692096698cd380731452ff2,szczecin,blockOfFlats,38.72,2.0,3.0,4.0,2021.0,53.4208994,14.5385376,1.51,15.0,0.226,0.49,0.153,0.691,0.063,0.475,0.144,condominium,brick,premium,no,yes,yes,no,no,2100,54.235537190082646,2.0
cc4fabf887ef62ccbef5bb4bf369bfb1,szczecin,apartmentBuilding,55.0,2.0,2.0,4.0,2010.0,53.4501422,14.4974095,5.15,14.0,0.169,1.049,0.179,0.495,0.076,2.375,0.166,condominium,brick,premium,no,yes,yes,no,no,2300,41.81818181818182,5.0
ecbce086b1963daeb113ec04d4f47707,szczecin,apartmentBuilding,31.0,2.0,4.0,4.0,2020.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,brick,premium,yes,yes,yes,no,no,2100,67.74193548387096,4.0
a81ca82484d99b9f1fb5e7858a54be6c,szczecin,blockOfFlats,29.0,1.0,2.0,3.0,1960.0,53.4255109,14.5613305,0.24,56.0,0.106,0.854,0.625,0.119,0.011,0.427,0.469,condominium,brick,premium,no,yes,no,no,yes,1600,55.172413793103445,0.0
1764b4281ff2b4d93066695d4d0bef64,szczecin,blockOfFlats,63.31,3.0,1.0,5.0,1988.0,53.4376498,14.573637,1.79,14.0,0.17,1.251,0.055,0.41,0.258,1.217,0.187,condominium,concreteSlab,premium,yes,yes,no,no,yes,2950,46.59611435792134,2.0
a5726bd79e3e432b71eccc67366fd9e4,szczecin,blockOfFlats,28.6,1.0,3.0,4.0,1980.0,53.4518657,14.5605513,3.17,18.0,0.368,0.262,0.257,0.134,0.194,1.689,0.197,condominium,brick,premium,no,yes,yes,no,yes,1400,48.951048951048946,3.0
5f77aa37b2535ff85421b5caab6ea411,szczecin,tenement,40.63,2.0,1.0,4.0,1930.0,53.43241105,14.5387773,1.78,68.0,0.075,0.458,0.284,0.245,0.057,0.294,0.142,condominium,brick,premium,no,no,yes,no,no,2400,59.06965296578882,2.0
d5b34c7844e4b2a8404fe65a99245d79,szczecin,apartmentBuilding,37.0,2.0,4.0,5.0,2022.0,53.4215822,14.5415725,1.3,16.0,0.081,0.565,0.223,0.482,0.151,0.689,0.192,condominium,brick,premium,no,yes,yes,no,no,2500,67.56756756756756,1.0
ccb08d7cea5ba038b2e5525cac30f75c,szczecin,tenement,124.0,4.0,1.0,3.0,1897.0,53.4294606,14.5520172,0.9,69.0,0.252,0.297,0.341,0.149,0.049,0.565,0.137,condominium,brick,premium,no,yes,no,no,no,3800,30.64516129032258,1.0
21c7dad696f279227bfbe98993ccdc44,szczecin,apartmentBuilding,65.0,3.0,2.0,4.0,2012.0,53.4242308,14.4873947,4.88,11.0,0.27,0.357,0.232,0.422,0.343,2.97,0.201,condominium,brick,premium,yes,no,yes,no,no,3500,53.84615384615385,5.0
cd63a76909c005b07e06feaad55460d8,szczecin,apartmentBuilding,44.0,2.0,4.0,4.0,2005.0,53.424211,14.559731,0.12,57.0,0.116,0.707,0.447,0.107,0.022,0.585,0.434,condominium,brick,premium,yes,yes,yes,no,no,2070,47.04545454545455,0.0
0b8e3dca7dd7fb7c78d15dfa1084c8fb,szczecin,apartmentBuilding,46.7,2.0,3.0,5.0,2008.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,yes,yes,yes,no,no,2400,51.39186295503212,1.0
3ccfc0235eb543940aa0f33d81826ddf,szczecin,apartmentBuilding,90.0,3.0,4.0,4.0,2005.0,53.424211,14.559731,0.12,57.0,0.116,0.707,0.447,0.107,0.022,0.585,0.434,condominium,brick,premium,yes,yes,yes,no,no,3000,33.333333333333336,0.0
32e9a80c437e7f403a07e1ebf13708f1,szczecin,apartmentBuilding,55.0,2.0,2.0,4.0,2005.0,53.424211,14.559731,0.12,57.0,0.116,0.707,0.447,0.107,0.022,0.585,0.434,condominium,brick,premium,yes,no,yes,no,no,2250,40.90909090909091,0.0
5da5721887abbe7cd42ecdd6682d6a7a,szczecin,apartmentBuilding,38.2,2.0,3.0,4.0,1960.0,53.4252165,14.5421392,1.26,39.0,0.239,0.425,0.182,0.363,0.1,0.474,0.203,condominium,brick,premium,no,no,yes,no,no,2200,57.59162303664921,1.0
4457c5271606c10000bc061a337089ad,szczecin,apartmentBuilding,65.0,3.0,4.0,7.0,2010.0,53.42159952,14.54448223,1.11,21.0,0.152,0.373,0.405,0.347,0.317,0.87,0.379,condominium,brick,premium,no,no,yes,no,no,3500,53.84615384615385,1.0
d971b2aaf74f8cf2c1c2b3afcb43dfbb,szczecin,tenement,36.53,2.0,3.0,4.0,1935.0,53.444286,14.5486,2.46,18.0,0.454,0.458,0.209,0.317,0.142,0.997,0.078,condominium,brick,premium,yes,no,no,no,yes,1900,52.01204489460717,2.0
d6cb27ac73445d0cc7fd89045e0e4d6e,szczecin,blockOfFlats,46.0,2.0,2.0,4.0,2010.0,53.427312,14.549056,0.9,78.0,0.474,0.034,0.138,0.363,0.067,0.436,0.111,condominium,brick,premium,yes,no,yes,no,no,2300,50.0,1.0
b425577b1031bb7112c04fbf4d9dd106,szczecin,apartmentBuilding,27.0,1.0,5.0,5.0,1900.0,53.4212977,14.5488314,0.84,23.0,0.067,0.086,0.32,0.339,0.139,0.968,0.107,condominium,brick,premium,no,no,yes,no,no,1900,70.37037037037037,1.0
7b390c6563773fe334e15dc904db8622,szczecin,apartmentBuilding,41.0,2.0,2.0,5.0,2010.0,53.4252165,14.5421392,1.26,39.0,0.239,0.425,0.182,0.363,0.1,0.474,0.203,condominium,brick,premium,no,no,no,no,no,2600,63.41463414634146,1.0
ace7677fb3032190753e813cd33e2de0,szczecin,blockOfFlats,70.0,3.0,1.0,2.0,2015.0,53.4164431,14.4792536,5.47,0.0,0.884,1.232,1.103,1.223,0.669,3.49,0.931,condominium,brick,premium,no,no,no,no,no,2800,40.0,5.0
f570f1b48ef30067bfccc5ff516870f0,szczecin,blockOfFlats,71.0,3.0,2.0,4.0,1980.0,53.3772457,14.6474255,7.69,6.0,0.438,0.544,0.224,0.159,0.588,0.954,0.193,condominium,concreteSlab,premium,yes,yes,no,no,yes,3500,49.29577464788732,8.0
1cd8c1ddea233ac07fe9cad4aae66f91,szczecin,apartmentBuilding,56.0,2.0,4.0,5.0,2006.0,53.42400376,14.55900828,0.15,60.0,0.148,0.654,0.397,0.088,0.012,0.62,0.432,condominium,brick,premium,no,yes,yes,no,no,2800,50.0,0.0
71587ead1d3c3180c3e4f05653cd4107,szczecin,blockOfFlats,33.16,2.0,2.0,3.0,2017.0,53.441868,14.539536,2.5,11.0,0.579,0.435,0.447,0.202,0.16,0.583,0.503,condominium,brick,premium,no,yes,yes,no,no,2500,75.39203860072377,2.0
575671214ab6168b2b1168d54e02a7bb,szczecin,blockOfFlats,64.8,3.0,2.0,6.0,1990.0,53.4349639,14.5563449,1.32,28.0,0.169,0.079,0.27,0.125,0.087,0.717,0.088,condominium,concreteSlab,premium,no,yes,yes,no,no,2950,45.5246913580247,1.0
81b9f605242fc0cd2426d31346d20938,szczecin,tenement,60.0,2.0,2.0,2.0,1900.0,53.4476009862109,14.552454276625,2.75,12.0,0.345,0.732,0.63,0.374,0.061,1.444,0.17,condominium,brick,low,yes,no,no,no,no,2000,33.333333333333336,3.0
2bf5270eb710cbcfa9b87e60bb695f44,szczecin,blockOfFlats,54.0,2.0,4.0,5.0,2006.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,yes,yes,no,no,2800,51.851851851851855,1.0
1ee05bd3af90749c79bbdcc850b5e21d,szczecin,blockOfFlats,33.57,2.0,2.0,3.0,2017.0,53.44278631,14.5393341,2.59,11.0,0.634,0.487,0.487,0.267,0.154,0.57,0.454,condominium,brick,premium,no,yes,yes,no,no,2500,74.47125409591898,3.0
