id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,price_per_m2,distance_km
a01d82c9529f98a54d64b9e061c9a73b,szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,2016.0,53.43150295,14.4858204,5.06,1.0,1.08,0.949,0.623,0.791,1.054,3.062,0.335,condominium,brick,premium,no,yes,yes,no,no,1199999,11428.561904761904,5.0
23d558163bb1c7863c73485048e50858,szczecin,blockOfFlats,53.8,2.0,5.0,5.0,1994.0,53.42942948,14.55464244,0.79,60.0,0.147,0.437,0.328,0.198,0.009,0.465,0.073,cooperative,brick,premium,no,no,yes,no,no,400000,7434.9442379182165,1.0
9b957bd60885a469c96f17b58a914f4b,szczecin,apartmentBuilding,117.0,5.0,4.0,4.0,1994.0,53.4430957490062,14.5613475014441,2.19,10.0,0.216,0.611,0.743,0.28,0.298,1.522,0.229,udział,brick,premium,yes,yes,no,no,no,1169000,9991.452991452992,2.0
77cc78c75b0d09bf84d6d3124a28803c,szczecin,blockOfFlats,56.0,3.0,7.0,7.0,2018.0,53.4474649390434,14.5578114013843,2.68,10.0,0.268,0.771,0.676,0.26,0.322,1.643,0.178,condominium,brick,premium,yes,yes,yes,yes,yes,799000,14267.857142857143,3.0
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,premium,no,yes,no,no,yes,599000,8730.505757178254,4.0
abf85134e758b50c9c7027c818051d74,szczecin,blockOfFlats,26.8,1.0,4.0,5.0,1960.0,53.438362,14.5562786,1.69,25.0,0.218,0.358,0.121,0.102,0.162,1.018,0.02,cooperative,brick,premium,no,no,yes,no,no,322000,12014.925373134329,2.0
4cc84890d38ed89d10d448ff15639317,szczecin,tenement,81.0,4.0,3.0,4.0,1935.0,53.4466,14.543,2.84,11.0,0.257,0.898,0.042,0.16,0.221,0.941,0.108,condominium,brick,premium,yes,no,no,no,yes,699000,8629.62962962963,3.0
6c52a81e120e63107c48f2357a349a3c,szczecin,blockOfFlats,49.7,3.0,2.0,4.0,1993.0,53.3761968,14.6858249,9.8,2.0,1.301,0.563,0.172,1.237,1.271,1.098,0.187,cooperative,concreteSlab,premium,yes,yes,no,no,yes,529900,10661.971830985914,10.0
7e89a490bc68cab8d4e5bd78f09536c6,szczecin,tenement,114.37,4.0,1.0,3.0,1900.0,53.4340626,14.5432423,1.67,73.0,0.327,0.422,0.361,0.194,0.054,0.238,0.224,condominium,brick,low,yes,yes,no,no,yes,649000,5674.565008306374,2.0
39a74b03b9a5041bcf5b770a8af33d62,szczecin,apartmentBuilding,39.0,2.0,6.0,7.0,2020.0,53.4159,14.5329,2.04,8.0,0.547,0.463,0.04,0.197,0.259,0.446,0.678,condominium,brick,premium,yes,yes,yes,yes,yes,550000,14102.564102564103,2.0
947dec88acf4b002177668c3c14bb9b5,szczecin,apartmentBuilding,71.47,4.0,2.0,3.0,1994.0,53.4498,14.4986,5.07,13.0,0.187,0.975,0.092,0.57,0.117,2.287,0.083,condominium,brick,premium,yes,yes,yes,yes,yes,929000,12998.460892682244,5.0
365fb12b5cca6ab0e7f8a49009335ada,szczecin,blockOfFlats,55.99,2.0,3.0,3.0,1994.0,53.433,14.5484,1.35,67.0,0.126,0.217,0.052,0.319,0.115,0.515,0.108,condominium,brick,premium,no,no,no,no,no,480000,8572.959457045901,1.0
5584226d940606f2996b37df53891f10,szczecin,blockOfFlats,87.83,4.0,1.0,4.0,1994.0,53.4307,14.5399,1.61,71.0,0.159,0.662,0.228,0.052,0.062,0.278,0.16,condominium,brick,premium,no,no,yes,no,no,790000,8994.64875327337,2.0
49cab12f67f9bf1296a28c92bc258fb7,szczecin,blockOfFlats,29.0,1.0,10.0,11.0,1994.0,53.4389,14.5536,1.79,26.0,0.184,0.203,0.218,0.133,0.185,0.862,0.167,condominium,brick,premium,no,no,yes,no,no,315000,10862.068965517241,2.0
38f7aae07f673cc3a78a225af623d1f1,szczecin,apartmentBuilding,33.76,1.0,1.0,10.0,2012.0,53.4110643,14.5272356,2.62,14.0,0.162,0.355,0.401,0.097,0.063,1.017,0.326,condominium,brick,premium,no,yes,yes,no,no,405000,11996.445497630333,3.0
997991ab617cf89d71f71bb93cc869c4,szczecin,blockOfFlats,47.55,3.0,7.0,10.0,1970.0,53.43524198,14.55714224,1.34,26.0,0.134,0.128,0.255,0.143,0.146,0.72,0.133,cooperative,concreteSlab,premium,yes,yes,yes,no,yes,509000,10704.521556256572,1.0
3059d26babe44dc3a1511ce18bbc95ae,szczecin,blockOfFlats,48.15,2.0,2.0,3.0,1930.0,53.44088317,14.51178074,3.79,6.0,0.46,0.405,0.036,0.51,0.683,1.267,0.112,condominium,brick,premium,no,yes,no,no,yes,569000,11817.23779854621,4.0
